V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,X1,X2,X3,X4,X5,X6,X7
3.748940e-01+j1.475117e+00,1.021570e+00+j2.295365e+00,2.174822e+00+j2.951010e+00,3.893888e+00+j2.982973e+00,5.606172e+00+j1.792091e+00,6.165982e+00-j2.838144e-01,5.462944e+00-j1.977876e+00,4.362292e+00-j2.815172e+00,3.393800e+00-j3.074503e+00,2.660284e+00-j3.059557e+00,5.8548e-09,2.68515e-09,2629.2,1711.2,1790.4,1930.5,931.5
4.767622e+00+j2.799083e+00,6.386740e+00+j3.933330e-01,5.918282e+00-j1.707583e+00,4.826914e+00-j2.765156e+00,3.812970e+00-j3.147392e+00,3.018070e+00-j3.199999e+00,2.419999e+00-j3.107756e+00,1.970936e+00-j2.958212e+00,1.629996e+00-j2.791573e+00,1.367149e+00-j2.625944e+00,5.9823e-09,7.8999e-09,1840.8,3154.8,2700,1639.8,1576.5
-1.448534e+00+j4.277436e+00,-4.000221e+00+j6.349741e+00,-8.247687e+00+j6.935415e+00,-1.272261e+01+j4.154984e+00,-1.399939e+01-j1.059145e+00,-1.200880e+01-j4.986645e+00,-9.305197e+00-j6.665322e+00,-7.096621e+00-j7.039573e+00,-5.494605e+00-j6.868077e+00,-4.351149e+00-j6.506107e+00,3.26655e-09,6.56625e-09,2504.4,1485.6,2068.8,2331.9,979.5
6.722696e-01+j8.157904e-01,1.172000e+00+j7.579807e-01,1.493991e+00+j5.013233e-01,1.638543e+00+j1.969776e-01,1.658261e+00-j8.102902e-02,1.603073e+00-j3.079320e-01,1.508339e+00-j4.817676e-01,1.396471e+00-j6.091826e-01,1.280717e+00-j6.989923e-01,1.168439e+00-j7.595761e-01,4.6869e-09,5.94405e-09,1904.4,1848,1645.2,18,1167.75
1.660626e+00+j8.685965e-01,2.094045e+00+j2.092134e-01,2.051236e+00-j3.615171e-01,1.826652e+00-j7.256808e-01,1.566512e+00-j9.268940e-01,1.326141e+00-j1.022776e+00,1.120988e+00-j1.055565e+00,9.512861e-01-j1.052126e+00,8.124324e-01-j1.028690e+00,6.989482e-01-j9.948437e-01,6.71415e-09,7.27515e-09,2040,2884.8,2269.2,180,1516.5
2.005465e-01+j2.423746e-01,3.184094e-01+j2.360976e-01,3.919676e-01+j1.994673e-01,4.356810e-01+j1.586801e-01,4.617798e-01+j1.209786e-01,4.774029e-01+j8.759257e-02,4.865186e-01+j5.817204e-02,4.913801e-01+j3.207700e-02,4.933200e-01+j8.715553e-03,4.931624e-01-j1.239006e-02,5.49525e-09,7.38225e-09,3066,2194.8,240,2427.3,2127.75
1.805401e+00+j2.263085e+00,4.590243e+00+j4.882849e-01,3.230397e+00-j2.135565e+00,1.748980e+00-j2.249477e+00,1.056270e+00-j1.946208e+00,7.063895e-01-j1.667391e+00,5.073643e-01-j1.448397e+00,3.832714e-01-j1.277620e+00,3.004568e-01-j1.142141e+00,2.422792e-01-j1.032485e+00,6.8646e-09,5.80635e-09,4041.6,1545.6,3405.6,938.7,1379.25
8.753067e-01+j1.502037e+00,1.811447e+00+j1.724315e+00,2.669942e+00+j1.445760e+00,3.228276e+00+j8.514012e-01,3.444207e+00+j1.722190e-01,3.397208e+00-j4.346501e-01,3.195331e+00-j9.070562e-01,2.923972e+00-j1.243511e+00,2.636084e+00-j1.467306e+00,2.359546e+00-j1.606122e+00,4.87815e-09,6.03075e-09,1446,1467.6,1644,1041.3,2217
-3.900743e-01+j5.897756e-01,-6.800872e-01+j6.396952e-01,-8.929199e-01+j5.892626e-01,-1.035061e+00+j5.053548e-01,-1.128054e+00+j4.164475e-01,-1.188911e+00+j3.323106e-01,-1.228667e+00+j2.554944e-01,-1.254212e+00+j1.860070e-01,-1.269868e+00+j1.230941e-01,-1.278403e+00+j6.589940e-02,3.01155e-09,4.88325e-09,2053.2,240,2812.8,1170,895.5
-6.638981e+00+j3.502638e+00,-7.745695e+00+j2.396132e+00,-8.171664e+00+j1.605093e+00,-8.360488e+00+j1.028148e+00,-8.447172e+00+j5.795605e-01,-8.481684e+00+j2.110904e-01,-8.485651e+00-j1.041467e-01,-8.469696e+00-j3.820953e-01,-8.439511e+00-j6.326476e-01,-8.398456e+00-j8.620246e-01,2.7693e-09,4.05705e-09,2096.4,2497.2,1821.6,2112.3,150
4.406358e-02-j1.500328e-02,3.728621e-02-j2.105183e-02,3.052715e-02-j2.385740e-02,2.469134e-02-j2.458583e-02,1.998209e-02-j2.415110e-02,1.628899e-02-j2.314373e-02,1.341580e-02-j2.190205e-02,1.117473e-02-j2.060597e-02,9.412906e-03-j1.934542e-02,8.013404e-03-j1.816105e-02,5.1e-07,5.89815e-09,3274.8,1480.8,1290,2308.5,1976.25
1.291672e+00+j1.366451e+00,2.140672e+00+j1.130053e+00,2.601856e+00+j5.934639e-01,2.736638e+00+j3.998348e-02,2.671217e+00-j4.199099e-01,2.503260e+00-j7.652960e-01,2.293408e+00-j1.008892e+00,2.075487e+00-j1.171932e+00,1.866787e+00-j1.274725e+00,1.675068e+00-j1.333860e+00,5.4417e-09,4.6308e-09,2041.2,3926.4,1609.2,925.2,1123.5
-1.511567e-01+j5.131700e-01,-7.090296e-01+j9.163644e-01,-1.893128e+00+j2.145509e-02,-9.836215e-01-j9.459600e-01,-4.518756e-01-j8.070810e-01,-2.563017e-01-j6.477557e-01,-1.667926e-01-j5.366401e-01,-1.182919e-01-j4.582308e-01,-8.884606e-02-j4.004033e-01,-6.949914e-02-j3.560260e-01,5.5029e-09,3.35325e-09,24000,1456.8,3522,1936.8,1238.25
2.505314e+00+j1.477756e+00,3.374576e+00+j8.978894e-02,3.002514e+00-j1.060327e+00,2.343463e+00-j1.556275e+00,1.789573e+00-j1.685457e+00,1.382665e+00-j1.660562e+00,1.089764e+00-j1.578772e+00,8.765544e-01-j1.480464e+00,7.182718e-01-j1.381910e+00,5.982534e-01-j1.289335e+00,7.1043e-09,5.7834e-09,2877.6,2934,2652,1408.5,1789.5
1.718806e+00+j1.502960e+00,2.738074e+00+j8.986680e-01,3.032935e+00-j1.655638e-02,2.841768e+00-j7.372306e-01,2.474843e+00-j1.175346e+00,2.095448e+00-j1.401657e+00,1.761417e+00-j1.496610e+00,1.483968e+00-j1.516170e+00,1.258213e+00-j1.494357e+00,1.075313e+00-j1.450916e+00,5.16885e-09,3.7893e-09,2395.2,3480,3262.8,957.6,2058.75
-7.021531e+00+j1.589173e+01,-3.821336e+01-j1.350899e+01,-7.516225e+00-j1.632865e+01,-2.938084e+00-j1.084765e+01,-1.611349e+00-j8.165469e+00,-1.036553e+00-j6.594290e+00,-7.303283e-01-j5.555380e+00,-5.457461e-01-j4.812746e+00,-4.249205e-01-j4.252855e+00,-3.411073e-01-j3.814198e+00,7.3797e-09,6.73965e-09,3256.8,3066,2377.2,3568.5,846.75
8.971355e-01+j1.045828e+00,1.579532e+00+j9.207787e-01,1.988457e+00+j5.041796e-01,2.115510e+00+j4.059867e-02,2.057326e+00-j3.482973e-01,1.906022e+00-j6.330806e-01,1.721052e+00-j8.247650e-01,1.534293e+00-j9.449697e-01,1.360471e+00-j1.014043e+00,1.205025e+00-j1.047903e+00,5.508e-09,4.13865e-09,2404.8,2857.2,1818,1242,2313
1.627046e-02+j3.566157e-02,3.186751e-02+j4.465219e-02,4.608907e-02+j4.720320e-02,5.745410e-02+j4.609355e-02,6.606814e-02+j4.329020e-02,7.249874e-02+j3.987778e-02,7.731106e-02+j3.638332e-02,8.094893e-02+j3.303870e-02,8.373450e-02+j2.993106e-02,8.589601e-02+j2.708002e-02,7.4052e-09,5.1e-11,3363.6,1953.6,3340.8,1630.8,936
-6.853369e+00+j1.309006e+01,-1.664501e+01-j1.591154e+01,-3.160618e+00-j9.523322e+00,-1.342717e+00-j6.400844e+00,-7.651159e-01-j4.877332e+00,-5.023714e-01-j3.968700e+00,-3.583482e-01-j3.359552e+00,-2.699284e-01-j2.919860e+00,-2.113429e-01-j2.586028e+00,-1.703190e-01-j2.323125e+00,7.5531e-09,7.5837e-09,3374.4,2127.6,2976,2243.7,937.5
3.560162e-01+j2.810467e-01,4.745360e-01+j2.214512e-01,5.299585e-01+j1.593632e-01,5.570138e-01+j1.078089e-01,5.703677e-01+j6.546224e-02,5.763306e-01+j2.988701e-02,5.778795e-01-j7.485509e-04,5.765508e-01-j2.768277e-02,5.732093e-01-j5.174332e-02,5.683775e-01-j7.349145e-02,7.2624e-09,7.0023e-09,3512.4,3516,240,2448.9,1066.5
-1.738786e+00-j5.159850e-01,-1.878182e+00-j1.605280e-01,-1.887495e+00+j9.126091e-02,-1.848567e+00+j2.830389e-01,-1.785710e+00+j4.354654e-01,-1.709387e+00+j5.585587e-01,-1.625480e+00+j6.580797e-01,-1.537935e+00+j7.378165e-01,-1.449511e+00+j8.007831e-01,-1.362232e+00+j8.494327e-01,7.4307e-09,4.0749e-09,2324.4,1930.8,3506.4,1158.3,-302.25
-6.338507e+00-j1.230282e+00,-5.974984e+00-j1.897052e+00,-5.519832e+00-j2.415993e+00,-5.021220e+00-j2.795247e+00,-4.518105e+00-j3.050201e+00,-4.037270e+00-j3.202309e+00,-3.594029e+00-j3.274446e+00,-3.195179e+00-j3.287331e+00,-2.841827e+00-j3.258151e+00,-2.531721e+00-j3.200365e+00,3.58275e-09,6.6759e-09,2419.2,1340.4,240000,1854.9,1091.25
-1.465299e-03-j7.117942e-03,-3.350610e-03-j1.046594e-02,-5.719937e-03-j1.316967e-02,-8.332327e-03-j1.519498e-02,-1.098745e-02-j1.659163e-02,-1.354347e-02-j1.745583e-02,-1.591545e-02-j1.789762e-02,-1.806331e-02-j1.802089e-02,-1.997695e-02-j1.791455e-02,-2.166458e-02-j1.764878e-02,3.57255e-09,-7.65e-12,1749.6,3404.4,2247.6,1601.1,992.25
2.371871e+00+j2.579426e+00,3.961591e+00+j2.194312e+00,4.861837e+00+j1.237874e+00,5.167371e+00+j2.232146e-01,5.096365e+00-j6.410988e-01,4.822625e+00-j1.307327e+00,4.457456e+00-j1.790917e+00,4.065553e+00-j2.125731e+00,3.681770e+00-j2.346302e+00,3.323260e+00-j2.482039e+00,3.34305e-09,6.95385e-09,1533.6,2626.8,2268,961.2,1438.5
1.395767e+00+j2.111301e+00,2.365494e+00+j2.293616e+00,3.046972e+00+j2.167891e+00,3.493143e+00+j1.956888e+00,3.786433e+00+j1.743674e+00,3.984530e+00+j1.552475e+00,4.122643e+00+j1.387197e+00,4.221920e+00+j1.245593e+00,4.295264e+00+j1.124021e+00,4.350757e+00+j1.018976e+00,5.1e-11,6.84165e-09,1952.4,2757.6,2030.4,1064.7,2176.5
1.029925e+01+j1.007079e+01,1.959384e+01-j3.291006e+00,1.042277e+01-j1.006723e+01,5.492672e+00-j8.971529e+00,3.353259e+00-j7.504114e+00,2.268633e+00-j6.368607e+00,1.643917e+00-j5.515181e+00,1.249887e+00-j4.859939e+00,9.844937e-01-j4.343433e+00,7.967336e-01-j3.926451e+00,5.35245e-09,7.13235e-09,2582.4,3579.6,3294,1733.4,791.25
6.493682e-01+j1.931187e+00,1.574896e+00+j2.754531e+00,2.845106e+00+j3.176954e+00,4.264352e+00+j3.012592e+00,5.497364e+00+j2.218468e+00,6.231916e+00+j1.000768e+00,6.379423e+00-j2.901849e-01,6.078707e+00-j1.381380e+00,5.540626e+00-j2.172700e+00,4.929320e+00-j2.685717e+00,2.88915e-09,3.64395e-09,2506.8,2511.6,1713.6,2079.9,1303.5
5.301764e-01+j7.312376e-01,9.732484e-01+j7.418569e-01,1.298484e+00+j5.585249e-01,1.476753e+00+j3.025179e-01,1.537235e+00+j4.787450e-02,1.519074e+00-j1.727914e-01,1.454325e+00-j3.503517e-01,1.365332e+00-j4.865630e-01,1.266401e+00-j5.872621e-01,1.166160e+00-j6.591396e-01,7.0584e-09,3.47565e-09,1272,2800.8,1676.4,2034.9,150000
4.407876e+00+j5.533690e+00,1.132533e+01-j5.786029e-01,5.999041e+00-j5.668344e+00,2.960492e+00-j4.985126e+00,1.743144e+00-j4.093261e+00,1.155691e+00-j3.433214e+00,8.271460e-01-j2.950937e+00,6.238403e-01-j2.587345e+00,4.886499e-01-j2.304278e+00,3.938600e-01-j2.077770e+00,7.36695e-09,6.57135e-09,2599.2,1972.8,3154.8,2173.5,1656
-2.203121e+01+j7.147812e-01,-9.017510e+00-j1.084248e+01,-3.836243e+00-j8.360020e+00,-2.129037e+00-j6.513157e+00,-1.365425e+00-j5.314972e+00,-9.552021e-01-j4.489366e+00,-7.079903e-01-j3.887537e+00,-5.467964e-01-j3.429382e+00,-4.355969e-01-j3.068759e+00,-3.554921e-01-j2.777372e+00,5.00565e-09,3.70005e-09,2396.4,1387.2,24000,2116.8,2173.5
-2.565125e-01+j3.561692e-01,-4.366239e-01+j3.705280e-01,-5.626007e-01+j3.256162e-01,-6.428826e-01+j2.637136e-01,-6.925975e-01+j2.012252e-01,-7.226773e-01+j1.432185e-01,-7.399320e-01+j9.073927e-02,-7.485263e-01+j4.354788e-02,-7.510583e-01+j1.053475e-03,-7.492010e-01-j3.732055e-02,4.55175e-09,4.5033e-09,3342,240,2924.4,1808.1,1320
5.410440e+00+j1.003031e+00,5.531074e+00-j6.010940e-01,5.073710e+00-j1.628489e+00,4.467836e+00-j2.245493e+00,3.864615e+00-j2.587015e+00,3.320285e+00-j2.749059e+00,2.850681e+00-j2.797708e+00,2.454198e+00-j2.776971e+00,2.122589e+00-j2.715412e+00,1.845945e+00-j2.631182e+00,5.2938e-09,6.42345e-09,2498.4,240000,2730,2686.5,1367.25
5.602879e-01+j5.635052e-01,9.357032e-01+j4.231126e-01,1.108943e+00+j1.416227e-01,1.113349e+00-j1.234302e-01,1.029400e+00-j3.170192e-01,9.146310e-01-j4.407539e-01,7.984073e-01-j5.122250e-01,6.927101e-01-j5.485048e-01,6.009896e-01-j5.622666e-01,5.230399e-01-j5.620594e-01,7.64745e-09,2.87895e-09,2835.6,2420.4,2431.2,2214.9,15000
4.189421e+00+j2.779843e+00,6.018854e+00-j3.014761e-01,4.668469e+00-j2.524826e+00,3.178011e+00-j3.012679e+00,2.211342e+00-j2.907427e+00,1.608029e+00-j2.667777e+00,1.217083e+00-j2.421268e+00,9.518791e-01-j2.199426e+00,7.644419e-01-j2.007038e+00,6.272956e-01-j1.841616e+00,5.457e-09,7.4358e-09,3546,3013.2,2665.2,2364.3,1913.25
8.504254e-01+j1.699029e+00,1.821555e+00+j2.100980e+00,2.818293e+00+j2.005090e+00,3.607166e+00+j1.516627e+00,4.077926e+00+j8.249936e-01,4.242197e+00+j1.055681e-01,4.176947e+00-j5.324726e-01,3.969570e+00-j1.045291e+00,3.690112e+00-j1.430711e+00,3.385460e+00-j1.705684e+00,5.85225e-09,3.4986e-09,1394.4,2629.2,1436.4,1933.2,1366.5
2.729345e-01+j6.829107e-01,5.871915e-01+j9.048875e-01,9.292716e-01+j9.889174e-01,1.245376e+00+j9.575776e-01,1.506914e+00+j8.458141e-01,1.705186e+00+j6.866075e-01,1.843111e+00+j5.053309e-01,1.928796e+00+j3.193221e-01,1.971795e+00+j1.394547e-01,1.981262e+00-j2.803316e-02,6.8952e-09,5.1e-10,1489.2,3231.6,3201.6,2565,1463.25
5.842226e-01-j1.182313e-01,4.428759e-01-j2.705476e-01,3.169793e-01-j3.038012e-01,2.298086e-01-j2.948658e-01,1.713314e-01-j2.735718e-01,1.314669e-01-j2.503346e-01,1.035217e-01-j2.285609e-01,8.336339e-02-j2.091603e-01,6.842987e-02-j1.921784e-01,5.709713e-02-j1.773810e-01,5.1e-08,5.4468e-09,2600.4,1821.6,2182.8,1050.3,1977.75
1.141404e+00+j2.482702e+00,2.862571e+00+j3.245196e+00,4.998633e+00+j2.777120e+00,6.395248e+00+j9.672471e-01,6.359466e+00-j1.076051e+00,5.469279e+00-j2.421671e+00,4.441982e+00-j3.053880e+00,3.566878e+00-j3.257337e+00,2.885184e+00-j3.247963e+00,2.365381e+00-j3.142957e+00,7.0074e-09,7.02525e-09,1230,1130.4,1622.4,1755,1857.75
-4.102190e+00+j5.807359e+00,-8.427460e+00+j5.730131e+00,-1.155615e+01+j2.978022e+00,-1.229644e+01-j5.776519e-01,-1.133758e+01-j3.343468e+00,-9.771028e+00-j4.994028e+00,-8.210368e+00-j5.811310e+00,-6.865559e+00-j6.121430e+00,-5.765522e+00-j6.148998e+00,-4.880344e+00-j6.027028e+00,5.56155e-09,2.9886e-09,2536.8,2391.6,2955.6,2025,343.5
2.026679e+00+j2.074040e+00,3.863262e+00+j1.050990e+00,3.977986e+00-j8.252263e-01,3.091244e+00-j1.808411e+00,2.262079e+00-j2.066099e+00,1.676894e+00-j2.036112e+00,1.278857e+00-j1.915915e+00,1.003156e+00-j1.776494e+00,8.064251e-01-j1.641855e+00,6.618646e-01-j1.519259e+00,6.07155e-09,8.823e-09,2865.6,1629.6,2101.2,1375.2,1943.25
-1.086108e-02+j4.532866e-02,-2.455876e-02+j6.564713e-02,-4.134336e-02+j8.099973e-02,-5.931502e-02+j9.136212e-02,-7.702531e-02+j9.734018e-02,-9.356318e-02+j9.981025e-02,-1.084734e-01+j9.966084e-02,-1.216130e-01+j9.766030e-02,-1.330334e-01+j9.441308e-02,-1.428738e-01+j9.037334e-02,5.28615e-09,5.68905e-09,1669.2,24,1452,1406.7,2221.5
-2.107389e-01+j3.587653e-01,-3.838154e-01+j4.098691e-01,-5.213252e-01+j3.955925e-01,-6.190932e-01+j3.539947e-01,-6.863797e-01+j3.045468e-01,-7.325227e-01+j2.553127e-01,-7.642840e-01+j2.091315e-01,-7.861516e-01+j1.667181e-01,-8.010559e-01+j1.279943e-01,-8.109326e-01+j9.260461e-02,5.49015e-09,2.6928e-09,2262,223.2,2235.6,2584.8,1029.75
2.217125e+00+j5.905226e+00,4.814212e+00+j7.950938e+00,7.705727e+00+j8.882863e+00,1.045512e+01+j8.849405e+00,1.281226e+01+j8.109791e+00,1.468229e+01+j6.921807e+00,1.606777e+01+j5.492806e+00,1.701899e+01+j3.970901e+00,1.760338e+01+j2.453940e+00,1.788934e+01+j1.002403e+00,3.93465e-09,6.9615e-09,292.8,1387.2,1471.2,2206.8,1046.25
2.716964e+00+j6.333206e+00,5.413337e+00+j8.082009e+00,7.954651e+00+j8.704465e+00,1.004535e+01+j8.641760e+00,1.166723e+01+j8.234927e+00,1.290030e+01+j7.686004e+00,1.383642e+01+j7.099913e+00,1.455254e+01+j6.526661e+00,1.510648e+01+j5.987508e+00,1.554038e+01+j5.489655e+00,5.1e-11,5.44425e-09,1747.2,3405.6,3225.6,1992.6,1263
2.671621e-01+j2.727597e+00,9.814040e-01+j5.160377e+00,3.892990e+00+j9.710504e+00,2.156298e+01+j1.188596e+01,1.411576e+01-j1.405729e+01,4.399894e+00-j1.021490e+01,2.109483e+00-j7.406553e+00,1.263039e+00-j5.823567e+00,8.544520e-01-j4.826267e+00,6.234061e-01-j4.139774e+00,6.86205e-09,3.15945e-09,2497.2,1569.6,2352,2592,1094.25
9.147312e-01+j1.376931e+00,1.816516e+00+j1.458401e+00,2.544293e+00+j1.061791e+00,2.921129e+00+j4.399917e-01,2.977144e+00-j1.747744e-01,2.829828e+00-j6.677725e-01,2.586814e+00-j1.017958e+00,2.316708e+00-j1.246522e+00,2.055030e+00-j1.384214e+00,1.817015e+00-j1.458290e+00,4.96485e-09,5.6151e-09,2018.4,1951.2,1549.2,1123.2,1707.75
9.662908e-02+j2.345578e-01,3.097273e-01+j3.321847e-01,6.193671e-01+j1.699441e-01,6.058973e-01-j1.908258e-01,4.047172e-01-j3.251840e-01,2.635594e-01-j3.256785e-01,1.815949e-01-j2.965904e-01,1.323576e-01-j2.657651e-01,1.008838e-01-j2.387681e-01,7.960072e-02-j2.160485e-01,5.62785e-09,5.47995e-09,24000,1251.6,1968,1458.9,2137.5
5.208370e-01+j7.221150e-01,9.579447e-01+j7.350850e-01,1.280402e+00+j5.562011e-01,1.458465e+00+j3.044353e-01,1.520166e+00+j5.301963e-02,1.503804e+00-j1.654694e-01,1.440989e+00-j3.417056e-01,1.353807e+00-j4.772030e-01,1.256485e+00-j5.776062e-01,1.157649e+00-j6.494712e-01,7.242e-09,2.1879e-09,3547.2,2874,1418.4,1907.1,1014.75
-4.374433e-02+j3.385025e-02,-6.213756e-02+j2.201619e-02,-6.910585e-02+j7.584377e-03,-6.960473e-02-j4.818242e-03,-6.680645e-02-j1.446452e-02,-6.245614e-02-j2.161722e-02,-5.751169e-02-j2.673349e-02,-5.249840e-02-j3.025846e-02,-4.769455e-02-j3.257170e-02,-4.323616e-02-j3.397780e-02,2.8764e-09,4.49565e-09,240000,1496.4,3505.2,1897.2,912.75
-5.271002e+00+j5.968428e-02,-5.271496e+00+j3.153791e-02,-5.271636e+00+j1.598709e-02,-5.271677e+00+j5.232951e-03,-5.271679e+00-j3.282430e-03,-5.271660e+00-j1.050461e-02,-5.271633e+00-j1.698870e-02,-5.271580e+00-j2.289279e-02,-5.271533e+00-j2.848054e-02,-5.271462e+00-j3.375181e-02,3.2589e-09,5.1e-09,1717.2,1784.4,3067.2,180000,871.5
8.095153e-01+j4.827092e+00,2.223567e+00+j7.801186e+00,4.911899e+00+j1.101045e+01,9.808486e+00+j1.393041e+01,1.780086e+01+j1.448826e+01,2.672274e+01+j8.758017e+00,2.938331e+01-j2.482537e+00,2.464681e+01-j1.104117e+01,1.844108e+01-j1.434063e+01,1.362069e+01-j1.474974e+01,3.42975e-09,3.52155e-09,1358.4,2439.6,2138.4,2641.5,919.5
1.509783e+00+j3.300657e+00,3.802270e+00+j4.326634e+00,6.667013e+00+j3.704660e+00,8.538079e+00+j1.265264e+00,8.466526e+00-j1.480991e+00,7.251358e+00-j3.269575e+00,5.867954e+00-j4.094929e+00,4.699056e+00-j4.349812e+00,3.793481e+00-j4.325488e+00,3.105599e+00-j4.177730e+00,4.41405e-09,2.71575e-09,1887.6,2805.6,3495.6,1343.7,907.5
3.907954e+00+j6.211919e+00,7.583695e+00+j6.856203e+00,1.065603e+01+j5.771648e+00,1.264185e+01+j3.796802e+00,1.359444e+01+j1.597641e+00,1.376748e+01-j4.489638e-01,1.342699e+01-j2.183652e+00,1.278419e+01-j3.571859e+00,1.198721e+01-j4.638615e+00,1.113232e+01-j5.431335e+00,6.44385e-09,6.91305e-09,463.2,2742,1701.6,1742.4,796.5
4.994013e-01+j1.257245e+00,1.262306e+00+j1.741353e+00,2.314040e+00+j1.767773e+00,3.276208e+00+j1.127889e+00,3.663157e+00+j7.023791e-02,3.443940e+00-j8.715542e-01,2.948483e+00-j1.452979e+00,2.433875e+00-j1.730663e+00,1.995610e+00-j1.824954e+00,1.646383e+00-j1.822796e+00,4.27635e-09,5.0541e-09,2656.8,1264.8,2034,1062.9,1799.25
6.698987e-01+j5.065032e+00,2.266800e+00+j9.120765e+00,7.315265e+00+j1.521609e+01,2.532174e+01+j1.858724e+01,3.527444e+01-j1.141064e+01,1.566209e+01-j1.910449e+01,7.688849e+00-j1.550741e+01,4.554839e+00-j1.251936e+01,3.044471e+00-j1.045755e+01,2.199441e+00-j8.992521e+00,3.1263e-09,5.09235e-09,2091.6,1958.4,2686.8,2420.1,1360.5
2.926857e+00+j2.535683e+00,5.080448e+00+j4.684595e-01,4.344844e+00-j1.839496e+00,2.998106e+00-j2.524399e+00,2.071544e+00-j2.514468e+00,1.492928e+00-j2.328169e+00,1.121527e+00-j2.118609e+00,8.720848e-01-j1.925540e+00,6.972634e-01-j1.756798e+00,5.702230e-01-j1.611350e+00,7.23945e-09,3.3711e-09,3284.4,3202.8,3741.6,2167.2,1556.25
9.287086e-01+j6.745333e-02,8.867005e-01-j2.039435e-01,7.693868e-01-j3.554565e-01,6.458423e-01-j4.311041e-01,5.365588e-01-j4.615628e-01,4.459129e-01-j4.663360e-01,3.726273e-01-j4.572051e-01,3.138448e-01-j4.410321e-01,2.666541e-01-j4.217164e-01,2.285596e-01-j4.014315e-01,5.1e-08,4.4064e-09,1290,3088.8,1578,1990.8,1940.25
1.482258e-02+j3.516097e-02,2.966291e-02+j4.509840e-02,4.377040e-02+j4.882283e-02,5.546562e-02+j4.870210e-02,6.459551e-02+j4.661075e-02,7.157084e-02+j4.367991e-02,7.688745e-02+j4.050784e-02,8.096758e-02+j3.738460e-02,8.413292e-02+j3.443739e-02,8.661887e-02+j3.171194e-02,7.01505e-09,5.1e-11,2043.6,2866.8,1976.4,1853.1,1024.5
1.139535e+00+j1.852154e+00,2.491506e+00+j2.032724e+00,3.676017e+00+j1.319885e+00,4.144994e+00+j1.430051e-01,3.947915e+00-j8.930378e-01,3.447908e+00-j1.555802e+00,2.905890e+00-j1.901323e+00,2.426183e+00-j2.045027e+00,2.030928e+00-j2.074500e+00,1.712952e+00-j2.043139e+00,5.02605e-09,3.9219e-09,3242.4,2878.8,1779.6,2646,1560.75
-4.061821e+00+j1.269175e+00,-4.318827e+00+j7.764066e-01,-4.404946e+00+j4.852267e-01,-4.440102e+00+j2.850128e-01,-4.454482e+00+j1.320814e-01,-4.458385e+00+j6.654829e-03,-4.456098e+00-j1.013164e-01,-4.449630e+00-j1.974824e-01,-4.440080e+00-j2.851898e-01,-4.428054e+00-j3.665586e-01,2.93505e-09,4.3503e-09,2458.8,1713.6,2137.2,18000,1393.5
4.039111e-01+j4.235474e+00,1.950973e+00+j9.145018e+00,1.694104e+01+j2.173173e+01,1.793760e+01-j2.195848e+01,3.774194e+00-j1.244624e+01,1.641303e+00-j8.418148e+00,9.456710e-01-j6.441119e+00,6.269923e-01-j5.263759e+00,4.516509e-01-j4.476373e+00,3.435552e-01-j3.908851e+00,5.0898e-09,7.4715e-09,3358.8,1884,1539.6,2525.4,1050
3.030943e+00+j4.020511e+00,8.264142e+00+j9.088756e-01,5.591253e+00-j3.937468e+00,2.914119e+00-j3.985207e+00,1.730266e+00-j3.387982e+00,1.147446e+00-j2.877625e+00,8.202887e-01-j2.487572e+00,6.178357e-01-j2.187691e+00,4.834079e-01-j1.951808e+00,3.892819e-01-j1.761938e+00,6.1812e-09,6.81615e-09,3139.2,1818,3135.6,1200.6,1207.5
-2.402932e-01-j5.484002e-01,-4.247244e-01-j6.732295e-01,-5.585340e-01-j7.220099e-01,-6.410678e-01-j7.385244e-01,-6.854679e-01-j7.434785e-01,-7.037997e-01-j7.447383e-01,-7.046857e-01-j7.447951e-01,-6.939789e-01-j7.441236e-01,-6.756461e-01-j7.426158e-01,-6.524231e-01-j7.400476e-01,7.36695e-09,-7.65e-10,2860.8,2283.6,3355.2,2360.7,1647.75
1.027445e+00+j3.115472e+00,3.512496e+00+j4.945098e+00,8.612862e+00+j4.004251e+00,9.980507e+00-j2.220332e+00,6.471570e+00-j5.089713e+00,3.964108e+00-j5.080147e+00,2.613812e+00-j4.532827e+00,1.850425e+00-j3.994771e+00,1.382839e+00-j3.545737e+00,1.076059e+00-j3.180130e+00,3.62865e-09,3.8097e-09,3559.2,2313.6,3376.8,2384.1,1862.25
7.577114e-01+j2.113299e+00,1.807983e+00+j2.959336e+00,3.192447e+00+j3.323247e+00,4.659964e+00+j3.046658e+00,5.860947e+00+j2.153012e+00,6.528962e+00+j8.957355e-01,6.629306e+00-j3.866217e-01,6.314871e+00-j1.458756e+00,5.782099e+00-j2.242550e+00,5.179168e+00-j2.761748e+00,3.12885e-09,2.6571e-09,2581.2,3422.4,1890,2227.5,1041
1.216759e+00+j5.576785e+00,3.415117e+00+j8.931982e+00,7.676575e+00+j1.210866e+01,1.497288e+01+j1.329411e+01,2.360265e+01+j8.655008e+00,2.667892e+01-j1.612360e+00,2.260308e+01-j9.712335e+00,1.695975e+01-j1.290299e+01,1.254069e+01-j1.336135e+01,9.478020e+00-j1.280447e+01,2.5857e-09,3.8607e-09,1897.2,3118.8,2490,2518.2,960
